case_id,scenario_id,common_random_group,replication,covariate_seed,treatment_seed,residual_seed,measurement_seed,target_draw_seed,exact_audit_seed,graph_seed,temporal_seed
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,1,1977584792,1179887748,1539165798,1967079303,727620264,1232515860,1875114004,164703262
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,2,1917926079,1441522302,1644220413,760940548,543232187,957184609,851031396,1261371613
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,3,1805532467,290811173,669126472,317398686,601720402,1539194277,896379817,237183279
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,4,648418823,1971701240,2081767266,958928931,72370532,841742791,1337788658,1818877215
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,5,307644549,2112563517,367802121,480430578,1137981195,458229476,1197580490,458800917
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,6,1172006213,585206361,1700342033,2030395660,120833404,1615645569,1185906689,1537125930
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,7,1614289761,1993955401,227137466,800390055,202660741,1175353007,846463494,1251304346
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,8,1926092829,1493711704,575047438,711960258,1847253304,490126598,1415503145,1882218438
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,9,1863061777,1178451299,1301878813,2013991150,1018779894,1911239942,465063699,2103619167
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,10,1461812753,1944276596,45102024,1154847282,1468352173,1905142860,1842270380,1936680545
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,11,1963939298,1994646011,1319730570,1625359156,1342861051,1506589750,1368035204,1006529274
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,12,499313998,326689395,1438152699,2119717032,177918606,1268541459,960013856,878717147
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,13,1863992520,2075151430,967258800,726956559,295950570,1819379723,383879581,932400853
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,14,1186456086,44766392,1256421674,353119405,1338775258,430897459,545528734,1442007346
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,15,407838655,1017769866,410396988,1173150648,1799997224,1603625370,538549843,1205769784
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,16,300061014,787083995,493593267,1479860995,1289803225,725244290,25558035,1439875659
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,17,1574023570,794836552,1164949667,599375087,965714743,666881222,1759160523,1617159585
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,18,232088668,124295505,888394083,16218319,1567084627,745792224,1432543570,562235888
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,19,1438771724,1734734168,1967513571,1361706587,556878475,647535768,507875661,254938652
MDB_S3_SHIFT,S3,MDB_S3_SHIFT,20,1816632339,47944954,316640371,290530837,1416657299,1759717584,542917848,1459160759
MDB_S4_RHO000,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO000,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO000,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO000,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO000,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO000,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO000,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO000,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO000,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO000,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO000,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO000,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO000,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO000,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO000,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO000,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO000,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO000,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO000,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO000,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S4_RHO020,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO020,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO020,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO020,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO020,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO020,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO020,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO020,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO020,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO020,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO020,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO020,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO020,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO020,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO020,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO020,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO020,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO020,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO020,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO020,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S4_RHO040,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO040,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO040,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO040,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO040,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO040,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO040,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO040,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO040,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO040,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO040,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO040,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO040,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO040,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO040,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO040,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO040,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO040,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO040,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO040,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S4_RHO060,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO060,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO060,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO060,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO060,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO060,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO060,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO060,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO060,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO060,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO060,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO060,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO060,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO060,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO060,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO060,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO060,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO060,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO060,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO060,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S4_RHO080,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO080,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO080,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO080,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO080,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO080,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO080,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO080,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO080,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO080,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO080,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO080,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO080,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO080,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO080,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO080,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO080,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO080,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO080,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO080,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO060_NONGAUSSIAN,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,1,1112478865,281988191,464989797,1733688870,1022855165,89330186,1918879098,590443419
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,2,889383118,1018526015,143508369,840317037,1149205208,610211704,2081527691,345606902
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,3,1755361189,2003934316,1971227514,1833909,634724223,1795762286,1552351880,960631117
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,4,1757464515,416153274,25197413,911960661,547325906,1449342147,579383424,1862421565
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,5,2129319748,1684245105,723577486,1303252661,48917030,227087427,459883330,1834445937
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,6,366030191,605322979,1776742280,1122832397,283121255,824458807,421485239,1573550902
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,7,93158542,1132259260,1714327646,1679460162,2117595291,1084268455,2141298464,1340190298
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,8,1591873124,1896185009,285630783,749343853,1067220100,1299299145,1158435383,522970683
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,9,1818162743,2076249836,1615375930,1791372706,1025114612,702622976,1923253602,828635546
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,10,1668559601,1413778678,951871198,31531692,1477806667,949717302,1785536879,7924497
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,11,1888657656,775170471,1158654842,960346859,375511922,1471276707,1450947155,1268751725
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,12,2060196490,329345026,675885292,1237851850,1125142087,667186072,457503474,1129969548
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,13,1584391393,243322635,1533194649,354197761,781693280,2141586546,1536725201,1456397099
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,14,1966959598,1551165060,794709909,1852362993,1482461941,11438375,928132648,1586571661
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,15,1402572401,987459305,1495706974,1588260197,1081476236,309186372,809692616,1324751287
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,16,1534250210,227887920,739343480,55537669,507217074,2005270578,1244625132,272110078
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,17,552550374,1001597067,168012463,920472028,355824700,1159391321,640774342,640583251
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,18,2020696608,95881400,598247691,1574977295,1533380994,872193215,1076180253,349626725
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,19,2041886026,1008674316,1806984492,179408076,1548609483,1852968136,1405424740,608056547
MDB_S4_RHO060_DESIGN_SHIFT,S4,MDB_S4_COMMON,20,1901910089,270663426,1841391761,1790529253,234629820,1078768694,1038261451,231129796
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,1,312672337,1794921746,1478517315,528762689,373030284,1317001823,767329274,1970273060
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,2,634989249,1362957159,10732715,1566210202,668339354,1670995608,800791818,703389359
