path,size_bytes,sha256
code/05_stage3b_controlled_generator/RUN_STAGE3B.bat,494,611c38312c1a8076e7bde0b6965291f00544860caed780b4c7335fc67249d853
code/05_stage3b_controlled_generator/RUN_STAGE3B.ps1,1571,0809fbef32951cf7b2ddbe8f9113d886c9a016360285c024a9e65a5dd6f1b91d
code/05_stage3b_controlled_generator/docs/REFERENCE_STAGE3B_COUNTS.json,429,a64971520b1223656e610456e8e513a21c23d2d60743d269525a59c9a15b667e
code/05_stage3b_controlled_generator/docs/Stage3B_Design.md,2793,c56997cf22b20be859bc2ec8a88569f00d797b9dcccb8f7a0e5f0a12be629894
code/05_stage3b_controlled_generator/requirements_frozen_py310.txt,27,d8c7b7a585086fc4e6c57416793d7e3d28b3d77bee806b23cf91a31e5eb91278
code/05_stage3b_controlled_generator/requirements_py310.txt,27,d8c7b7a585086fc4e6c57416793d7e3d28b3d77bee806b23cf91a31e5eb91278
code/05_stage3b_controlled_generator/src/geodose_stage3b/__init__.py,93,b19921cb0e19ee51338f4cf43967c7edcab8d8fc3e4ff6769813dbd7f6b369aa
code/05_stage3b_controlled_generator/src/geodose_stage3b/core.py,78994,c12baf7e62e1e691cac3dd030223e3d313b17abb9bc97e703dc98bb8f31bb2a6
code/05_stage3b_controlled_generator/stage3b_generate.py,12821,405cd81775ffed7f09237bcc1df7641bb00609955ae0dfed68d858ac8c49c078
code/05_stage3b_controlled_generator/tests/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
code/05_stage3b_controlled_generator/tests/test_stage3b.py,7377,016c9758106cf9bea89f44b93f7504e6cc2cdc338be998972a8b27f6687bc00c
code/05_stage3b_controlled_generator/verify_stage3b.py,38270,0939bcb47037c2dd087379721197db6eb7ac2338e5fc88c4b67e65bdb806c6f7
code/06_stage3c_reference_baselines/README.md,2714,f049ce9c7c4e69e5f9e043d5da94bd860f5354e7b450b07cb0b0a11bb1f06b33
code/06_stage3c_reference_baselines/RUN_STAGE3C.bat,244,b3eddd5ec0cb38aeefa1eb668bd72c950565c4ddf57be128619d5fb72c78443f
code/06_stage3c_reference_baselines/RUN_STAGE3C.ps1,2148,22e622574e8137114faa504a936e3b302bc07ec00157d61e67541c385f28850e
code/06_stage3c_reference_baselines/configs/stage3c_feature_contract.json,729,995efaf5f46912c74b0668df07a96bcff752d24c0cde4f59723b564d1273dd53
code/06_stage3c_reference_baselines/configs/stage3c_method_contract.yaml,1444,4be245078a20cd3d1464d1ab2484e39e7f7e7793bc3d3a33c1b0247158523543
code/06_stage3c_reference_baselines/configs/stage3c_pilot_threshold_plan.yaml,530,a72e06ccf7187fa2d457c03ef90bb03a49c057d6ec09671b886dab473964b634
code/06_stage3c_reference_baselines/package_stage3c_outputs.py,1539,89aaa697ce302ef8055a8b3b07a8fde2deb27977fe9e9dece601a236635089e3
code/06_stage3c_reference_baselines/requirements_py310.txt,104,08c348723e384405db6584c53a1ba3730869a4e2de80ee32bc60826f87699e7d
code/06_stage3c_reference_baselines/src/geodose_stage3c/__init__.py,47,3d25d8777b29f228d1c3a2f06f088237968c3c1760c2a15115ccdf9badad0407
code/06_stage3c_reference_baselines/src/geodose_stage3c/graph.py,6002,896aa3cde590fbd275e2a74f01b520539f5caa5385286429ac4f3da31256f9ca
code/06_stage3c_reference_baselines/src/geodose_stage3c/io.py,9562,75ee35dda3a1ac5fef22b5ad664fd34336ab3e12e0c88ca03a14958cf27b412c
code/06_stage3c_reference_baselines/src/geodose_stage3c/methods.py,2875,35549643b116ad08a33bdf08ff22502d489f1fb58c01b00ed68d1dcc7390a130
code/06_stage3c_reference_baselines/src/geodose_stage3c/models.py,15880,db34be92da869e88e01dc74efbc60031ec09db7f361b1dbc9d660d94059eaa95
code/06_stage3c_reference_baselines/src/geodose_stage3c/runner.py,49201,f3d4cccf8ce30635581e77bcf083e8a49576f2c1cd4739eee38d888d8e4f02d2
code/06_stage3c_reference_baselines/src/geodose_stage3c/weights.py,4093,3730117f8a0f1a94c77c672dce2a19a373339b9caf0e123a856dbbd00d08059b
code/06_stage3c_reference_baselines/stage3c_run.py,1624,9969ca49076532795395a0ac1b21ac6bfcb2d352cc1a51d86e528a54ed9a50d6
code/06_stage3c_reference_baselines/tests/test_stage3c.py,3951,c1b2c2ea4f40a0da1cd1e13fb62fa705d5db443fdc02e7c1aa7ecdfb814ce6fa
code/06_stage3c_reference_baselines/verify_stage3c.py,23175,9b3da802f8c6eea21c435a995e1cceec80445a8d88d147424fcd341416a6d1b6
code/07_stage3d_d1_exact_orbit/CHANGELOG.md,1238,3f6f109570f0233ceca899b4fc78a14b3a99c30c5edc90abfe2f8d38e7733947
code/07_stage3d_d1_exact_orbit/README.md,2979,f82999590af68fb2fbf4a75da92d16162d6fd2c03e5671273401568c573f7ca9
code/07_stage3d_d1_exact_orbit/RUN_STAGE3D_D1.bat,263,4c02abe8a30c4cf5320a18d65f03c7f7bf5d5447c966b2c22a9e89545b970520
code/07_stage3d_d1_exact_orbit/RUN_STAGE3D_D1.ps1,2835,c6b5c4a39f7345b5ee6bd4a71c9991ce983773a355a066fcda69f272c570c13b
code/07_stage3d_d1_exact_orbit/configs/input_hashes.json,930,a038c3f8bc49625475fa0cc127b919432445f7b688e09371e601fc70799d2c62
code/07_stage3d_d1_exact_orbit/configs/stage3d_candidate_inversion_contract.yaml,1144,8bbebd91d51fc5d55aa8747ed1a83bce1661967c91dd84c183ef355a889755ed
code/07_stage3d_d1_exact_orbit/configs/stage3d_fixture_registry.yaml,1215,03aebec9bb45ba036d13a7836698c4b3d2ce379625a6fc47d327e28adb768b33
code/07_stage3d_d1_exact_orbit/configs/stage3d_math_contract.yaml,3349,05e663dc4de54f79c85a45b8c9d0595848999cf42281ba93fbd7f01e2f4225a8
code/07_stage3d_d1_exact_orbit/configs/stage3d_nuisance_contract.yaml,734,100e7125da9854cb932a80ed7247cfcceefa89e7fd849a7b2c9d339622727eb2
code/07_stage3d_d1_exact_orbit/configs/stage3d_orbit_contract.yaml,1022,9818882a3eadd6a902b0b1bcebb174fbd53215c87a07bd4e955ae374b72d70f4
code/07_stage3d_d1_exact_orbit/configs/stage3d_refusal_contract.yaml,1414,0a33fde209e53a5ad65f4cc4d6fe9edc37d490500e45f6833cfd453bcdf55586
code/07_stage3d_d1_exact_orbit/configs/stage3d_residual_law_contract.yaml,1008,069696788e54b0f1bbd04123633bbac3adacc36ef4a2ea20609f1b541b40ea92
code/07_stage3d_d1_exact_orbit/configs/stage3d_tolerance_registry.yaml,584,1ee7b2062da1999bb3779f45c6cb76f6dfdc0837ac1ad17b3a714e1dc3672e1b
code/07_stage3d_d1_exact_orbit/configs/stage3d_treatment_measure_contract.yaml,884,6b60710ea6a0c8b01ac1a7f3878ea569c160b98f116124b66df9d4dbcd9a719a
code/07_stage3d_d1_exact_orbit/docs/D0_D1_Mathematical_Execution_Contract.md,3561,fe2b2436b2b4c54aca5d603d799147f0fbc2dd9faf8867d507794cb423811950
code/07_stage3d_d1_exact_orbit/docs/D1_Acceptance_Criteria.md,1439,7920f38c5dd52e238c4db7f64c67a1a2ee11fa321b017fe3bf6623a4405a6762
code/07_stage3d_d1_exact_orbit/package_stage3d_outputs.py,1465,54374ca9f171d18303b8bb7d3cdd7597b7004e82dcf01bbd43156a7338b39bbb
code/07_stage3d_d1_exact_orbit/requirements_py310.txt,55,f13365405951525f72acb2fc7da509e9de08db4839ab94ede595256082c7f82e
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/__init__.py,105,7703907824b64165ac564993326f3279a17bde7b3045b38d4696b992bade3e0b
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/audits.py,2606,4bfac5e37ab73f686b0cb8eb167b0643102b80029b382697f5222d520056fe55
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/exact_law.py,21485,963c45082c4b75e48386b2ff644f46e5701a0edeaa7c61e7f5d4a83d105835c7
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/graph_precision.py,4011,e671e9e420c55c21eed1c13edede43971a60cd5f4519347a5382878b6d63bf38
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/io.py,16903,9bdf385428a22398814447aec939796db6ba2eb21a95bc91c1dc39745279b6af
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/mixed_measure.py,4249,45516f11917ea27562b26cc66632fe0072231f5b48f2bb936e936eaac2cd4b00
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/orbit.py,2473,ad6ba2ed95dc4ebf960f22b2f536cb2173435e6b5de5374f8b6eb2f3affbd3ca
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/provenance.py,2034,09e92b194315f6847ce78318831d98f01effdd6520326a4396dc5b9a3d4be4c9
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/residual_transform.py,2700,9b8f46ae29ab1531f591f59ab24910373f23b8f76d4f97e81058d0163b18e473
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/runner.py,32713,0562cee0edfe3a5fbb865e99321212a09062beb3e6f423e63bacdd1521c1d789
code/07_stage3d_d1_exact_orbit/src/geodose_stage3d/types.py,2035,dcb15f986532232bb5421397ac8cf9a6cb3c7bb8a9fac8e78edbe924c890ed0e
code/07_stage3d_d1_exact_orbit/stage3d_d1_run.py,743,229fe9b2c52ef06c4e53c6e81d513f507ae7fed0684fc206772691f830dcd449
code/07_stage3d_d1_exact_orbit/tests/test_stage3d_d1.py,9551,bdb7ea25c53ca47964c921ddce01058965f7f311664cb8adfbe7263f800ef2dd
code/07_stage3d_d1_exact_orbit/verify_stage3d_d1.py,23501,f32ade05e7f02d7afe919f0969d4028beff635c758cec1a23c139ff3dd3cc7f4
code/08_stage3d_d2_candidate_inversion/CHANGELOG.md,978,0f1494a8702b63cb4cd609a25c204a339a6bc29e9d7b57389d12eb0c6c2b7b27
code/08_stage3d_d2_candidate_inversion/README.md,2023,d25ecfd17b3fac07b439b681569e34065986475ce1fc78d5799bae66ebf4faa0
code/08_stage3d_d2_candidate_inversion/RUN_STAGE3D_D2.bat,313,318121245d26b55957285247381cf78bc20657c0544895b88f66f70112c55c00
code/08_stage3d_d2_candidate_inversion/RUN_STAGE3D_D2.ps1,2941,11faa593534e0c7387c39d8295b1c89da81acfbe12a7d95c34a68384e2b3b5e7
code/08_stage3d_d2_candidate_inversion/configs/stage3d_d2_candidate_contract.yaml,3650,474fd3215ff81bd6810569ed9f10e0cebeaf29a4c370408ca6bb81396f47933b
code/08_stage3d_d2_candidate_inversion/configs/stage3d_d2_fixture_registry.yaml,546,616d442334ad8f79f001731454e796e5e1a03be3f1e8dab3dbeb8b888852241b
code/08_stage3d_d2_candidate_inversion/configs/stage3d_d2_input_hashes.json,717,3a76e09cecb56d9872db9a77dd2dd3b3e8d6f7af2d328adf3313d97df39d4e27
code/08_stage3d_d2_candidate_inversion/configs/stage3d_d2_math_contract.yaml,3181,d6988f1f400483578b438bee58e9e1c97c5e7bf8d8bbd4c3bb8a7a85bba2915b
code/08_stage3d_d2_candidate_inversion/configs/stage3d_d2_refusal_contract.yaml,1764,cd97c9360352c1a770ddb65be90f235242cc1ba05f095751ac99e98297b975b1
code/08_stage3d_d2_candidate_inversion/configs/stage3d_d2_tolerances.yaml,560,22d6964cbc195bee37cfc475ac7cafa40b2a24d8a3c982ffd4b1cb190d4887e8
code/08_stage3d_d2_candidate_inversion/package_stage3d_d2_outputs.py,1589,aa1dd915c6cdac187c214c9ece98d81af5af7e68b422ed21be08b2ad92cfaf4b
code/08_stage3d_d2_candidate_inversion/requirements_py310.txt,55,f13365405951525f72acb2fc7da509e9de08db4839ab94ede595256082c7f82e
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/__init__.py,105,7703907824b64165ac564993326f3279a17bde7b3045b38d4696b992bade3e0b
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/audits.py,2606,4bfac5e37ab73f686b0cb8eb167b0643102b80029b382697f5222d520056fe55
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/candidate_inversion.py,34194,c0ec22015debb277807ba78c86649e17309cdc6b4c2f0026cdf1045c64cc0aa9
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/d2_io.py,7263,548c60e98168e7d8463057408f4fe3bef9cfb85f0ba2e2248aa31258d8c16ca6
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/d2_runner.py,28467,4ff337533afacd95797080dcc545ebf437578261779fe49a148900651cf60a65
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/d2_version.py,39,d4463e945e6ec95822fde7ef430137e214a99837037f6bd043569a2ca9770aed
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/exact_law.py,21485,963c45082c4b75e48386b2ff644f46e5701a0edeaa7c61e7f5d4a83d105835c7
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/graph_precision.py,4011,e671e9e420c55c21eed1c13edede43971a60cd5f4519347a5382878b6d63bf38
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/io.py,16903,9bdf385428a22398814447aec939796db6ba2eb21a95bc91c1dc39745279b6af
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/mixed_measure.py,4249,45516f11917ea27562b26cc66632fe0072231f5b48f2bb936e936eaac2cd4b00
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/orbit.py,2473,ad6ba2ed95dc4ebf960f22b2f536cb2173435e6b5de5374f8b6eb2f3affbd3ca
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/provenance.py,2034,09e92b194315f6847ce78318831d98f01effdd6520326a4396dc5b9a3d4be4c9
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/residual_transform.py,2700,9b8f46ae29ab1531f591f59ab24910373f23b8f76d4f97e81058d0163b18e473
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/runner.py,32713,0562cee0edfe3a5fbb865e99321212a09062beb3e6f423e63bacdd1521c1d789
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/topology_validation.py,6573,e813474fb790e49ccef5c9b48b6892af802dad9fd30f0ac3f1c417e5146d1e22
code/08_stage3d_d2_candidate_inversion/src/geodose_stage3d/types.py,2035,dcb15f986532232bb5421397ac8cf9a6cb3c7bb8a9fac8e78edbe924c890ed0e
code/08_stage3d_d2_candidate_inversion/stage3d_d2_run.py,1441,c65a469ae973a480e7898048d38b1ead5720ff849c6eb99fb4f994b46138e927
code/08_stage3d_d2_candidate_inversion/tests/test_stage3d_d2.py,9178,2f55ceb4cba2a91c4c93aa52bbe77568746e24c8138ff41a98c2e354ed014c99
code/08_stage3d_d2_candidate_inversion/verify_stage3d_d2.py,18621,593b9ea3061085b74625fe033073620f993abb8c0d2b88911b349803528f6851
code/09_stage3d_d3_exact_integration/CHANGELOG.md,918,0e23544b7ff1e1f8197a44dbc29deecae74f7af74b6f5c8b35653e14e749d2fb
code/09_stage3d_d3_exact_integration/README.md,3017,712a0e636a12023ec51ff3df44ebd0977c0d2dd069d23f02f90ca93813261b93
code/09_stage3d_d3_exact_integration/RUN_STAGE3D_D3_INTEGRATION.bat,1197,e32b26a5d7e40f496459c06ad2c656dc78a7f8abe8b4a399bfb60d1798eba13d
code/09_stage3d_d3_exact_integration/RUN_STAGE3D_D3_INTEGRATION.ps1,710,2b5eb07d5daabc66f0e70134e9d7bab92ac430d077f572f5dd2b4554045d18cf
code/09_stage3d_d3_exact_integration/configs/common_result_schema.json,461,16d1b6bac9086254cff3bb7c84c14407edbde0798aa4e970a931278293391e99
code/09_stage3d_d3_exact_integration/configs/exact_integration_contract.yaml,2682,8f0ac66ca9015983e30015e611017535452bb95a4137e5b1218c8c90017c09c1
code/09_stage3d_d3_exact_integration/configs/expected_upstream_hashes.json,665,8abb96645a39728d57bfcce908ae9c93dd39da87981f9cdb157dabca303365ba
code/09_stage3d_d3_exact_integration/configs/local_paths_windows.json,1764,a1bd695e54f03dca11c6cfaa4f0738f2caa4cbf1ace17255744e6c1afaf6d692
code/09_stage3d_d3_exact_integration/configs/nuisance_readiness.yaml,1089,b616e3e8712b1741bc418bb64c1265e70554b8a7104741621aa5e4304ceba0c2
code/09_stage3d_d3_exact_integration/configs/tolerances.yaml,220,0aef8fc90dd50835fa3a8dcbf113c13c4d3cb19a5fc28a0f4ef0bc4aa308ab1c
code/09_stage3d_d3_exact_integration/docs/EXACT_INTEGRATION_SCOPE.md,670,3082c985a2daf2ead58319894caf67ddbc01d54e71c5b8ad8da245366e3d8ab0
code/09_stage3d_d3_exact_integration/docs/NEXT_STAGE_AFTER_PASS.md,486,56e41facf22dd1a38ddc20a62b97509da860b9b34d0340fc856c6b0432a419af
code/09_stage3d_d3_exact_integration/docs/PATH_RESOLUTION_FIX_v1_0_1.md,714,b0dc48925d76ea637320201651044a9bd24db420dd6b6bb1624308bbe0ddbf58
code/09_stage3d_d3_exact_integration/docs/REDUCTION_SCOPE_NOTE.md,396,07890609ff3af37ee539bb76a52347aa740e3a4cc7cc202604ed4c96e674df09
code/09_stage3d_d3_exact_integration/package_stage3d_d3_integration_outputs.py,582,aa0758801b46dfcb05c4b64fc24c94573db5f333b7e53ef944a93ad24a4d7a45
code/09_stage3d_d3_exact_integration/requirements_py310.txt,55,f13365405951525f72acb2fc7da509e9de08db4839ab94ede595256082c7f82e
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/__init__.py,57,237fbc4d9f07784e7ccfd90cd5f792dff5ede2c643d20c7ab08c82f7716b02a9
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/d2_adapter.py,2163,247043e88e3ddfb5a3745e03199d05f01f48a2dcf84c37bab9724c628642a33e
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/exact_grid.py,7491,5ceaa2615b753e959b74ea755dc2b0b111e8b782929a0a1dcde9314cec798b43
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/io.py,6292,4db606928d5fa4520f69988946d24e2c9b575bce82aaa9cf665d5d4b3c17c18c
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/provenance.py,1919,33c91447e35e19023cc1b7c4f12ab26c2a86e06b9a5a49812753039eff51f3e7
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/reductions.py,3060,bc3935ef0069df50c0f9e234d5b7051636ab32250f1e6c1aa0f709eedc434739
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/runner.py,10880,005b55402812b1001b6e73c84da15b16d173d12985771bec70b7123dec3855c3
code/09_stage3d_d3_exact_integration/src/geodose_stage3d_d3_integration/stage3c_replay.py,2437,2e605719a561f1add0502af35a0b23b9ef23fe586ea23cbe12099b870e53a234
code/09_stage3d_d3_exact_integration/stage3d_d3_integration_run.py,3260,e47dd14110d02c699a80d10109ffee507dc6ba0081f836ecc155a32ec6cc5a6c
code/09_stage3d_d3_exact_integration/tests/test_integration.py,4649,1cc56fe96e9341835ad1ed57cbbbf73893748218adaa303141bffc5d2de3783f
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3c/__init__.py,47,3d25d8777b29f228d1c3a2f06f088237968c3c1760c2a15115ccdf9badad0407
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3c/graph.py,6002,896aa3cde590fbd275e2a74f01b520539f5caa5385286429ac4f3da31256f9ca
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3c/methods.py,2875,35549643b116ad08a33bdf08ff22502d489f1fb58c01b00ed68d1dcc7390a130
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3c/weights.py,4093,3730117f8a0f1a94c77c672dce2a19a373339b9caf0e123a856dbbd00d08059b
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/__init__.py,59,586c9af0919ae282700729700def55f45cd5ad443ded4e2d112e222ff935418f
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/factorization_fixture.py,4962,e40a22c4af82443913dc663e369740d963a6ea792e0866276e08f126c6412e57
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/graph_law.py,5462,dbf481195ddfc9e33afab783f8192d3b1f0f81ec48ba91a48bd5cb554dd576bc
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/io.py,7721,dea8fda0028de2be7d5f2daa0cdd34bf180cda399c8c87e1f0258949a22450aa
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/m3_oracle.py,5068,a2fc7bd4270f57170c081c9f0a30fb2686be1fd6d5daf9a521e670baff5e2a2e
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/m4_oracle.py,2372,7ce7f7c2714e17538ea6a7bbb58087733d592aaed60add5565c05c6d77a32f24
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/m6_extractor.py,3810,47009ce6a1e1bf7346ee1179089d96155f8f13a471fce160cca85b3a61efc116
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/orbit.py,2266,a036cca7afa59fe1ce4e96d2cd190163244f96b7a733b91ebfbfdfb50db330d1
code/09_stage3d_d3_exact_integration/vendor/geodose_stage3d_d3_m4/runner.py,24580,bb0f0954e007a50b51bd36a0fee120b24de0756d7e7ddae538c360af892809c9
code/09_stage3d_d3_exact_integration/verify_runtime.py,682,4072dd030b87bd92f77631b0483a3217ec5322a8d6a4e78ecb0281537941a55d
code/09_stage3d_d3_exact_integration/verify_stage3d_d3_integration.py,4389,97f639cd84095a34f81730ed1f265df9d4eb36ea78f42129ba985fc2b7a2874a
code/10_stage3d_d4_nuisance_integration/CHANGELOG.md,3174,00c4069e317dd27cb1994564af5b5a7a833046fcf15f0435d41ad6486ba47b38
code/10_stage3d_d4_nuisance_integration/README.md,9208,1ab21c86d2db0d2e49dc7ab88688beaba50fbbb8324d198e0817d2d94e281995
code/10_stage3d_d4_nuisance_integration/RUN_STAGE3D_D4.bat,4566,9378a2e28d35dd14d4043620d1d037c687d183473471436b410f42ea3e4310af
code/10_stage3d_d4_nuisance_integration/RUN_STAGE3D_D4.ps1,3040,ade90f2547335126f6a09563cab3e00c960c2e5ca47e0a48b2b8fa117a3704a6
code/10_stage3d_d4_nuisance_integration/START_HERE.txt,1153,7a7c6466afb6b387575b2c1b3e12d0eed43796f387a03d8c0ccca5751b0ed6cf
code/10_stage3d_d4_nuisance_integration/configs/case_registry.yaml,2504,92b996b0aa4b363a33861200be8fff614f230074b5355e761de8ebf8b0d00748
